Resources Remaining,People Saved,Turns Survived,WinLose,Reason
34.9279833384055,1,17,lose,Infection
44.736509592539825,1,13,lose,Infection
49.15450959253982,1,13,lose,Infection
10.971523136695723,3,16,lose,Infection
68.98697810560002,1,6,lose,Infection
34.9279833384055,1,17,lose,Infection
1.7043503504456359,3,40,win,Survived
64.84775941926401,1,7,lose,Infection
20.01355290523408,1,26,lose,Infection
25.84289529913301,3,16,lose,Infection
73.39040224000001,1,5,lose,Infection
32.698537593400886,2,17,lose,Infection
78.07489600000001,1,4,lose,Infection
47.205018600621365,2,10,lose,Infection
0.8154314362773929,4,28,lose,Starvation
14.950505848616103,1,40,win,Survived
37.25030433810116,1,18,lose,Infection
0.6990187896923779,6,31,lose,Starvation
30.736625337796838,2,18,lose,Infection
44.736509592539825,1,13,lose,Infection
12.257352564195752,2,19,lose,Infection
65.65689385410816,1,8,lose,Infection
30.862366077815096,1,19,lose,Infection
1.94693047754216,3,38,lose,Infection
27.26998666635742,1,21,lose,Infection
64.84775941926401,1,7,lose,Infection
22.65001460528981,1,24,lose,Infection
12.820355369909537,2,30,lose,Infection
1.090003177746416,3,40,win,Survived
68.98697810560002,1,6,lose,Infection
10.139282041102724,2,21,lose,Infection
8.353042566627607,2,22,lose,Infection
17.779075635357067,2,21,lose,Infection
37.307584912476756,1,17,lose,Infection
34.9279833384055,1,17,lose,Infection
10.786470256492262,2,20,lose,Infection
7.725611232852816,2,26,lose,Infection
10.132825956607146,1,37,lose,Infection
14.878501304679759,2,18,lose,Infection
25.529349219568648,2,21,lose,Infection
64.58355397120002,2,6,lose,Infection
68.98697810560002,1,6,lose,Infection
73.39040224000001,1,5,lose,Infection
6.468596163596419,2,24,lose,Infection
44.01188369186162,2,9,lose,Infection
6.359452406684376,2,36,lose,Infection
53.205855526912,2,7,lose,Infection
20.01355290523408,1,26,lose,Infection
37.1574290834101,1,16,lose,Infection
73.39040224000001,1,5,lose,Infection
3.804700176528406,2,40,win,Survived
32.83230433810117,1,18,lose,Infection
7.580665651498715,3,22,lose,Infection
13.032214551871768,3,19,lose,Infection
42.05231901698743,1,14,lose,Infection
11.421623980273313,3,19,lose,Infection
23.51269565779438,2,17,lose,Infection
32.83230433810117,1,18,lose,Infection
68.98697810560002,1,6,lose,Infection
7.594717902343923,2,31,lose,Infection
73.39040224000001,1,5,lose,Infection
32.83230433810117,1,18,lose,Infection
37.1574290834101,1,16,lose,Infection
4.53381220180517,3,28,lose,Infection
3.570481483307186,2,40,win,Survived
50.62982072492058,1,11,lose,Infection
34.9279833384055,1,17,lose,Infection
22.073338778834305,2,16,lose,Infection
57.066028288952324,2,8,lose,Infection
37.1574290834101,1,16,lose,Infection
73.39040224000001,1,5,lose,Infection
11.474968357970488,2,19,lose,Infection
34.362232420061915,2,13,lose,Infection
13.806745360886506,1,32,lose,Infection
57.066028288952324,2,8,lose,Infection
1.1947397037831866,4,36,lose,Infection
0.9704839942738492,4,32,lose,Starvation
78.07489600000001,1,4,lose,Infection
34.9279833384055,1,17,lose,Infection
53.86151140948998,1,10,lose,Infection
41.524803708879986,1,17,lose,Infection
27.736403417225333,1,22,lose,Infection
4.648443010783579,2,40,win,Survived
8.416163114342591,1,40,win,Survived
0.959136757589599,3,34,lose,Starvation
44.736509592539825,1,13,lose,Infection
64.84775941926401,1,7,lose,Infection
68.98697810560002,1,6,lose,Infection
43.20655076948136,1,16,lose,Infection
64.84775941926401,1,7,lose,Infection
73.39040224000001,1,5,lose,Infection
64.84775941926401,1,7,lose,Infection
31.120139929425523,2,19,lose,Infection
30.736625337796838,2,18,lose,Infection
30.862366077815096,1,19,lose,Infection
68.98697810560002,1,6,lose,Infection
48.185858497819815,1,13,lose,Infection
73.39040224000001,1,5,lose,Infection
24.713552905234078,1,26,lose,Infection
73.39040224000001,1,5,lose,Infection
0.9476497089851266,4,28,lose,Starvation
6.774222554758813,3,26,lose,Infection
37.1574290834101,1,16,lose,Infection
68.98697810560002,1,6,lose,Infection
10.390714548635117,2,27,lose,Infection
1.0281565279380418,3,35,lose,Infection
40.39981705437329,1,16,lose,Infection
37.1574290834101,1,16,lose,Infection
0.9836152811172207,3,31,lose,Starvation
73.39040224000001,1,5,lose,Infection
30.862366077815096,1,19,lose,Infection
27.26998666635742,1,21,lose,Infection
68.98697810560002,1,6,lose,Infection
42.05231901698743,1,14,lose,Infection
16.099741642643757,3,13,lose,Infection
68.98697810560002,1,6,lose,Infection
34.9279833384055,1,17,lose,Infection
27.26998666635742,1,21,lose,Infection
4.344915819684001,3,21,lose,Infection
8.416163114342591,1,40,win,Survived
12.820355369909537,2,30,lose,Infection
39.53703065748136,1,16,lose,Infection
64.84775941926401,1,7,lose,Infection
14.817882693660236,2,17,lose,Infection
14.87614757643567,3,20,lose,Infection
19.93597149481546,2,26,lose,Infection
68.98697810560002,1,6,lose,Infection
32.83230433810117,1,18,lose,Infection
73.39040224000001,1,5,lose,Infection
53.86151140948998,1,10,lose,Infection
73.39040224000001,1,5,lose,Infection
29.01062411314619,1,20,lose,Infection
0.999233082323499,3,36,lose,Starvation
51.495776281425336,1,12,lose,Infection
4.706493498054658,3,21,lose,Infection
34.9279833384055,1,17,lose,Infection
34.362232420061915,2,13,lose,Infection
3.096401183502863,3,40,win,Survived
73.39040224000001,1,5,lose,Infection
68.98697810560002,1,6,lose,Infection
11.759523029238471,2,25,lose,Infection
22.374296101894476,2,21,lose,Infection
1.3950896111465312,2,36,lose,Infection
11.574353846601381,1,40,win,Survived
7.441259874213371,2,26,lose,Infection
50.62982072492058,1,11,lose,Infection
30.862366077815096,1,19,lose,Infection
23.60888395821263,2,18,lose,Infection
22.65001460528981,1,24,lose,Infection
68.98697810560002,1,6,lose,Infection
57.299480222861675,1,9,lose,Infection
68.98697810560002,1,6,lose,Infection
0.7910056134401222,4,31,lose,Starvation
0.9660093215341745,3,30,lose,Starvation
38.730457648838225,2,10,lose,Infection
68.98697810560002,1,6,lose,Infection
50.423542596118274,2,10,lose,Infection
1.8036687425979825,3,40,win,Survived
20.01355290523408,1,26,lose,Infection
73.39040224000001,1,5,lose,Infection
68.98697810560002,1,6,lose,Infection
8.079487130153108,2,30,lose,Infection
64.84775941926401,1,7,lose,Infection
30.862366077815096,1,19,lose,Infection
13.928809732040627,2,18,lose,Infection
6.105355086300642,2,26,lose,Infection
20.01355290523408,1,26,lose,Infection
3.813923402623584,2,40,win,Survived
12.871911647951288,2,30,lose,Infection
68.98697810560002,1,6,lose,Infection
26.07221921219181,1,23,lose,Infection
10.307282365885495,3,18,lose,Infection
9.209748907918161,2,34,lose,Infection
73.39040224000001,1,5,lose,Infection
73.39040224000001,1,5,lose,Infection
57.299480222861675,1,9,lose,Infection
31.90730468431948,2,11,lose,Infection
7.704750602754019,2,39,lose,Infection
27.26998666635742,1,21,lose,Infection
1.6180226907214768,2,40,win,Survived
0.9682189868122577,4,28,lose,Starvation
68.98697810560002,1,6,lose,Infection
25.633787466375974,1,22,lose,Infection
73.39040224000001,1,5,lose,Infection
27.158882148477286,2,20,lose,Infection
4.708724016943723,2,27,lose,Infection
5.837492749212052,3,23,lose,Infection
25.115833998098545,2,17,lose,Infection
0.950714507487249,2,39,lose,Starvation
33.39385711406111,1,19,lose,Infection
73.39040224000001,1,5,lose,Infection
68.98697810560002,1,6,lose,Infection
53.86151140948998,1,10,lose,Infection
33.39936566015582,1,21,lose,Infection
1.5273963519747222,2,40,win,Survived
68.98697810560002,1,6,lose,Infection
7.688307628885834,2,34,lose,Infection
34.9279833384055,1,17,lose,Infection
44.736509592539825,1,13,lose,Infection
23.416899251764434,2,16,lose,Infection
37.1574290834101,1,16,lose,Infection
8.989546203783917,1,40,win,Survived
51.26155159342534,1,12,lose,Infection
18.812739730920033,1,27,lose,Infection
57.066028288952324,2,8,lose,Infection
47.592031481425344,1,12,lose,Infection
2.213698010733572,2,36,lose,Infection
10.057778331247649,1,40,win,Survived
57.299480222861675,1,9,lose,Infection
73.39040224000001,1,5,lose,Infection
0.9366291260230107,3,27,lose,Starvation
57.299480222861675,1,9,lose,Infection
30.862366077815096,1,19,lose,Infection
57.299480222861675,1,9,lose,Infection
68.98697810560002,1,6,lose,Infection
0.7891293656248957,4,29,lose,Starvation
58.71734083692058,1,11,lose,Infection
5.715651570153794,2,26,lose,Infection
17.68397534706483,1,28,lose,Infection
17.61192655660599,2,27,lose,Infection
68.98697810560002,1,6,lose,Infection
6.881485280421721,2,23,lose,Infection
14.817882693660236,2,17,lose,Infection
73.39040224000001,1,5,lose,Infection
3.751960606416596,2,36,lose,Infection
53.64206659161519,2,9,lose,Infection
47.592031481425344,1,12,lose,Infection
8.38324108762978,3,17,lose,Infection
15.828192877318893,2,17,lose,Infection
37.1574290834101,1,16,lose,Infection
34.9279833384055,1,17,lose,Infection
73.39040224000001,1,5,lose,Infection
32.83230433810117,1,18,lose,Infection
15.625560616666485,1,30,lose,Infection
73.39040224000001,1,5,lose,Infection
8.989546203783917,1,40,win,Survived
15.247456313150234,2,24,lose,Infection
68.98697810560002,1,6,lose,Infection
18.812739730920033,1,27,lose,Infection
42.05231901698743,1,14,lose,Infection
1.8461839482457347,2,40,win,Survived
0.8762045174567004,3,35,lose,Starvation
18.812739730920033,1,27,lose,Infection
8.416163114342591,1,40,win,Survived
10.390714548635117,2,27,lose,Infection
16.287055607228663,2,24,lose,Infection
22.283137810850086,2,20,lose,Infection
41.857429083410096,1,16,lose,Infection
28.65747794514446,2,17,lose,Infection
15.176574543099434,3,24,lose,Infection
60.956893854108166,1,8,lose,Infection
0.9080487622421237,3,31,lose,Starvation
32.83230433810117,1,18,lose,Infection
12.008221012015332,3,30,lose,Infection
15.701981415266582,3,28,lose,Infection
47.78435428524523,1,13,lose,Infection
68.98697810560002,1,6,lose,Infection
22.01188529665857,2,17,lose,Infection
4.576959359506088,3,26,lose,Infection
24.22758283235653,2,20,lose,Infection
0.9945878872093922,3,36,lose,Starvation
0.9900585796814368,3,34,lose,Starvation
58.27951140948997,1,10,lose,Infection
22.01188529665857,2,17,lose,Infection
11.235947485805735,2,30,lose,Infection
32.83230433810117,1,18,lose,Infection
3.767309536170117,2,37,lose,Infection
23.802442661589872,2,20,lose,Infection
53.86151140948998,1,10,lose,Infection
42.05231901698743,1,14,lose,Infection
0.8865343066155298,3,39,lose,Starvation
8.416163114342591,1,40,win,Survived
25.633787466375974,1,22,lose,Infection
34.9279833384055,1,17,lose,Infection
50.62982072492058,1,11,lose,Infection
16.287055607228663,2,24,lose,Infection
10.779602081496964,1,36,lose,Infection
3.3425784099045996,2,40,win,Survived
14.382940474475873,3,27,lose,Infection
13.856060290060038,3,19,lose,Infection
14.274214420821494,2,24,lose,Infection
32.83230433810117,1,18,lose,Infection
45.100163709692836,1,14,lose,Infection
17.54017131033643,2,26,lose,Infection
50.62982072492058,1,11,lose,Infection
57.299480222861675,1,9,lose,Infection
39.52917987596819,1,15,lose,Infection
50.834419452388545,1,12,lose,Infection
47.592031481425344,1,12,lose,Infection
30.862366077815096,1,19,lose,Infection
68.98697810560002,1,6,lose,Infection
20.01355290523408,1,26,lose,Infection
10.261991831624535,1,40,win,Survived
20.9153556817694,1,27,lose,Infection
35.069129817728154,1,18,lose,Infection
0.8387894220155112,4,33,lose,Starvation
37.45947437465151,1,17,lose,Infection
21.291013728972423,1,25,lose,Infection
60.956893854108166,1,8,lose,Infection
34.785678290852005,2,16,lose,Infection
27.048230297261217,2,19,lose,Infection
14.627458344423196,2,30,lose,Infection
57.299480222861675,1,9,lose,Infection
10.139282041102724,2,21,lose,Infection
8.416163114342591,1,40,win,Survived
0.834786101393235,3,37,lose,Starvation
30.611396895949763,2,17,lose,Infection
30.611396895949763,2,17,lose,Infection
30.736625337796838,2,18,lose,Infection
30.862366077815096,1,19,lose,Infection
32.698537593400886,2,17,lose,Infection
32.83230433810117,1,18,lose,Infection
12.78987998375845,4,18,lose,Infection
40.02240309455317,1,16,lose,Infection
16.62293682624094,1,29,lose,Infection
37.1574290834101,1,16,lose,Infection
13.823010211748048,4,20,lose,Infection
37.1574290834101,1,16,lose,Infection
17.68397534706483,1,28,lose,Infection
34.9279833384055,1,17,lose,Infection
11.663800848850201,1,36,lose,Infection
32.83230433810117,1,18,lose,Infection
18.812739730920033,1,27,lose,Infection
6.548308689307766,2,27,lose,Infection
68.98697810560002,1,6,lose,Infection
30.862366077815096,1,19,lose,Infection
19.850805013961555,2,24,lose,Infection
28.773284863598192,2,18,lose,Infection
20.01355290523408,1,26,lose,Infection
37.4474268351033,2,17,lose,Infection
9.106574633842271,2,27,lose,Infection
28.655495220844607,2,16,lose,Infection
64.84775941926401,1,7,lose,Infection
60.956893854108166,1,8,lose,Infection
47.83826902493612,1,16,lose,Infection
30.4866786650473,2,16,lose,Infection
8.989546203783917,1,40,win,Survived
5.779124999544301,3,31,lose,Infection
27.491658920546474,1,22,lose,Infection
15.888161639162666,2,39,lose,Infection
35.069129817728154,1,18,lose,Infection
29.01062411314619,1,20,lose,Infection
4.845230943132535,2,34,lose,Infection
32.698537593400886,2,17,lose,Infection
31.25124468625308,2,19,lose,Infection
4.182365169626303,3,35,lose,Infection
32.83230433810117,1,18,lose,Infection
1.514669463034544,2,40,win,Survived
57.53103152148998,1,10,lose,Infection
20.01355290523408,1,26,lose,Infection
58.27951140948997,1,10,lose,Infection
17.965837000341978,3,18,lose,Infection
30.9870831069446,1,20,lose,Infection
1.724450168940685,3,37,lose,Infection
23.806074054875598,2,18,lose,Infection
14.688787157919457,3,29,lose,Infection
32.698537593400886,2,17,lose,Infection
30.9870831069446,1,20,lose,Infection
64.84775941926401,1,7,lose,Infection
17.00298395301143,3,27,lose,Infection
11.800232986552027,3,27,lose,Infection
9.637246247464487,3,27,lose,Infection
15.95796116689841,2,19,lose,Infection
30.736625337796838,2,18,lose,Infection
44.917293028130516,1,14,lose,Infection
37.1574290834101,1,16,lose,Infection
61.717480222861674,1,9,lose,Infection
6.966285839689115,2,26,lose,Infection
20.09442910423883,1,27,lose,Infection
2.567443398011015,2,40,win,Survived
37.45947437465151,1,17,lose,Infection
9.697852487661384,1,40,win,Survived
47.97889756350302,1,13,lose,Infection
21.377052238551947,1,26,lose,Infection
0.8206492712197492,3,40,win,Survived
37.1574290834101,1,16,lose,Infection
10.686835928972204,3,27,lose,Infection
31.247449592773172,1,20,lose,Infection
5.573794017523497,2,36,lose,Infection
39.688920119656125,1,16,lose,Infection
57.299480222861675,1,9,lose,Infection
13.694470508767004,2,30,lose,Infection
50.627307738911185,2,11,lose,Infection
0.8650821203695791,3,33,lose,Starvation
32.83230433810117,1,18,lose,Infection
32.83230433810117,1,18,lose,Infection
47.78435428524523,1,13,lose,Infection
15.625560616666485,1,30,lose,Infection
23.255940876197275,1,26,lose,Infection
3.818532103321992,3,31,lose,Infection
30.736625337796838,2,18,lose,Infection
18.694016275673405,3,15,lose,Infection
9.106574633842271,2,27,lose,Infection
33.641665617024216,2,17,lose,Infection
30.862366077815096,1,19,lose,Infection
37.1574290834101,1,16,lose,Infection
28.892427817529025,2,19,lose,Infection
30.9870831069446,1,20,lose,Infection
39.52917987596819,1,15,lose,Infection
16.55521096320963,2,28,lose,Infection
39.688920119656125,1,16,lose,Infection
4.98311765809251,3,27,lose,Infection
57.765256209489976,1,10,lose,Infection
32.83230433810117,1,18,lose,Infection
21.030794430929223,2,22,lose,Infection
64.84775941926401,1,7,lose,Infection
37.1574290834101,1,16,lose,Infection
25.01226448598041,2,16,lose,Infection
13.649540327926356,3,26,lose,Infection
0.8363888022668344,5,33,lose,Starvation
18.812739730920033,1,27,lose,Infection
34.13866060705385,2,20,lose,Infection
60.956893854108166,1,8,lose,Infection
32.83230433810117,1,18,lose,Infection
7.630597720212743,3,24,lose,Infection
48.40602970453982,1,13,lose,Infection
39.52917987596819,1,15,lose,Infection
57.53103152148998,1,10,lose,Infection
1.3606120890285704,5,33,lose,Infection
1.3516200174697062,5,32,lose,Infection
60.956893854108166,1,8,lose,Infection
19.910809723626677,2,28,lose,Infection
37.307584912476756,1,17,lose,Infection
10.86722730559047,1,37,lose,Infection
10.532664507674676,1,40,win,Survived
37.307584912476756,1,17,lose,Infection
39.688920119656125,1,16,lose,Infection
6.904894432283111,2,40,win,Survived
37.307584912476756,1,17,lose,Infection
18.431696703612026,2,22,lose,Infection
32.964982028664465,1,19,lose,Infection
37.307584912476756,1,17,lose,Infection
25.73737543529847,1,23,lose,Infection
5.8570967752668865,2,32,lose,Infection
37.307584912476756,1,17,lose,Infection
37.307584912476756,1,17,lose,Infection
9.814511796118149,3,30,lose,Infection
61.94903152148998,1,10,lose,Infection
47.78435428524523,1,13,lose,Infection
9.726994631273417,2,27,lose,Infection
3.023594906689821,3,28,lose,Infection
29.641120235298473,1,23,lose,Infection
35.069129817728154,1,18,lose,Infection
37.15558479286957,2,16,lose,Infection
32.964982028664465,1,19,lose,Infection
25.01226448598041,2,16,lose,Infection
42.55389413079921,1,16,lose,Infection
1.3918041754530048,3,40,win,Survived
39.52721786475485,2,15,lose,Infection
39.688920119656125,1,16,lose,Infection
23.898630035146844,2,21,lose,Infection
19.448736471834813,2,19,lose,Infection
6.725412271845618,2,40,win,Survived
1.5135904374082556,3,39,lose,Infection
32.830674722979545,2,18,lose,Infection
38.11697451043356,1,18,lose,Infection
6.355783836398119,3,37,lose,Infection
19.25721644751041,3,20,lose,Infection
30.609877514466156,2,17,lose,Infection
39.688920119656125,1,16,lose,Infection
8.989546203783917,1,40,win,Survived
44.917293028130516,1,14,lose,Infection
54.07916963020058,1,11,lose,Infection
3.3424125026851152,2,40,win,Survived
35.069129817728154,1,18,lose,Infection
34.3747797406617,2,18,lose,Infection
4.3442517082020276,3,28,lose,Infection
10.390198810678422,2,27,lose,Infection
3.7327496022243096,3,30,lose,Infection
39.688920119656125,1,16,lose,Infection
42.22225544644269,1,15,lose,Infection
40.75693381775677,1,17,lose,Infection
39.688920119656125,1,16,lose,Infection
39.688920119656125,1,16,lose,Infection
41.87890896162733,2,13,lose,Infection
21.377052238551947,1,26,lose,Infection
35.069129817728154,1,18,lose,Infection
13.582434471871295,2,28,lose,Infection
34.92624970529739,2,17,lose,Infection
32.964982028664465,1,19,lose,Infection
13.693790790523845,2,30,lose,Infection
18.8887633579845,1,28,lose,Infection
35.069129817728154,1,18,lose,Infection
1.110454480651235,3,40,win,Survived
21.377052238551947,1,26,lose,Infection
42.55389413079921,1,16,lose,Infection
27.380186633296248,1,22,lose,Infection
37.307584912476756,1,17,lose,Infection
34.92624970529739,2,17,lose,Infection
27.380186633296248,1,22,lose,Infection
37.307584912476756,1,17,lose,Infection
39.688920119656125,1,16,lose,Infection
0.8413208940076529,3,37,lose,Starvation
61.20322502286168,1,9,lose,Infection
54.07916963020058,1,11,lose,Infection
1.1820164223924206,3,38,lose,Infection
27.380186633296248,1,22,lose,Infection
8.989546203783917,1,40,win,Survived
35.069129817728154,1,18,lose,Infection
0.765361664326677,5,30,lose,Starvation
20.09442910423883,1,27,lose,Infection
47.78435428524523,1,13,lose,Infection
7.375682689029688,2,40,win,Survived
14.99973895533524,2,20,lose,Infection
38.51847872300815,1,18,lose,Infection
11.514003430480289,1,36,lose,Infection
15.497726109691989,2,28,lose,Infection
44.917293028130516,1,14,lose,Infection
37.307584912476756,1,17,lose,Infection
39.688920119656125,1,16,lose,Infection
10.892362845884001,2,39,lose,Infection
37.4474268351033,2,17,lose,Infection
14.747382347432508,1,32,lose,Infection
22.556613328536823,2,23,lose,Infection
6.057909632782898,2,36,lose,Infection
20.359631415115103,1,30,lose,Infection
13.497496233828352,1,40,win,Survived
1.1026962489747756,3,36,lose,Infection
25.73737543529847,1,23,lose,Infection
6.682113859250528,2,30,lose,Infection
25.73737543529847,1,23,lose,Infection
39.688920119656125,1,16,lose,Infection
10.395116590954887,3,24,lose,Infection
35.069129817728154,1,18,lose,Infection
7.4713305376923955,2,27,lose,Infection
38.71940317407356,2,18,lose,Infection
8.989546203783917,1,40,win,Survived
11.514003430480289,1,36,lose,Infection
51.02496469857651,2,12,lose,Infection
39.688920119656125,1,16,lose,Infection
24.193132909180562,1,24,lose,Infection
2.7423602345215317,2,40,win,Survived
21.377052238551947,1,26,lose,Infection
28.890993756222,2,19,lose,Infection
6.464156489796956,2,40,win,Survived
39.688920119656125,1,16,lose,Infection
7.596799123329378,2,28,lose,Infection
21.420254394230525,1,28,lose,Infection
10.173773431172384,1,38,lose,Infection
51.23370319052523,1,13,lose,Infection
9.723947552767244,1,40,win,Survived
37.307584912476756,1,17,lose,Infection
5.319347933715353,3,28,lose,Infection
5.479750528998216,3,27,lose,Infection
30.9870831069446,1,20,lose,Infection
42.180205388202644,1,18,lose,Infection
21.420254394230525,1,28,lose,Infection
33.852057118087686,1,20,lose,Infection
9.726994631273417,2,27,lose,Infection
18.882319221348535,2,27,lose,Infection
16.89349263584787,1,31,lose,Infection
6.307738077212911,2,34,lose,Infection
44.917293028130516,1,14,lose,Infection
30.9870831069446,1,20,lose,Infection
39.688920119656125,1,16,lose,Infection
21.377052238551947,1,26,lose,Infection
9.638463235745581,1,40,win,Survived
9.638463235745581,1,40,win,Survived
13.477651002056827,1,36,lose,Infection
1.0680672922686587,3,40,win,Survived
42.55389413079921,1,16,lose,Infection
30.9870831069446,1,20,lose,Infection
14.135932291730823,1,37,lose,Infection
3.2961779822728126,5,35,lose,Infection
17.75543755650543,1,29,lose,Infection
37.67149414319063,1,20,lose,Infection
18.811805969925715,2,27,lose,Infection
9.464404330522015,3,31,lose,Infection
31.230474071377287,1,21,lose,Infection
7.375682689029688,2,40,win,Survived
2.483167703644598,4,40,win,Survived
1.1301574106062648,3,35,lose,Infection
19.14162224217475,2,27,lose,Infection
20.09442910423883,1,27,lose,Infection
6.051550756405661,2,40,win,Survived
39.688920119656125,1,16,lose,Infection
9.873744971137157,1,40,win,Survived
34.229471077907796,1,20,lose,Infection
42.22225544644269,1,15,lose,Infection
39.688920119656125,1,16,lose,Infection
50.834419452388545,1,12,lose,Infection
26.05100436335107,1,24,lose,Infection
39.688920119656125,1,16,lose,Infection
15.811933033881123,1,32,lose,Infection
2.750686911106767,3,36,lose,Infection
47.78435428524523,1,13,lose,Infection
14.747382347432508,1,32,lose,Infection
2.536064041100126,2,37,lose,Infection
21.203216528824615,2,24,lose,Infection
17.386637553636184,3,25,lose,Infection
37.60062085397418,1,18,lose,Infection
0.9068627809392613,3,40,win,Survived
48.36664193341051,1,14,lose,Infection
39.688920119656125,1,16,lose,Infection
22.74154493462973,1,25,lose,Infection
16.352872764068774,2,25,lose,Infection
0.857421316922818,3,39,lose,Starvation
3.274876086131361,2,35,lose,Infection
19.688403297040118,2,22,lose,Infection
40.000660482951254,1,17,lose,Infection
10.329968870465008,3,29,lose,Infection
33.68015867741909,1,20,lose,Infection
30.9870831069446,1,20,lose,Infection
39.688920119656125,1,16,lose,Infection
7.375682689029688,2,40,win,Survived
37.307584912476756,1,17,lose,Infection
42.22225544644269,1,15,lose,Infection
1.3002174506168753,4,40,win,Survived
46.12600024644269,1,15,lose,Infection
8.447290549752578,2,40,win,Survived
9.638463235745581,1,40,win,Survived
