60.0,2,16,lose,Infection,,,,,,,,,,
80.0,1,10,lose,Infection,,,,,,,,,,
58.0,2,16,lose,Infection,,,,,,,,,,
84.0,1,8,lose,Infection,,,,,,,,,,
66.52,3,18,lose,Infection,,,,,,,,,,
49.24,1,27,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
86.0,1,7,lose,Infection,,,,,,,,,,
7.0,2,37,lose,Infection,,,,,,,,,,
86.0,1,7,lose,Infection,,,,,,,,,,
77.4,1,14,lose,Infection,,,,,,,,,,
60.120000000000005,3,17,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
1.0,3,33,lose,Infection,,,,,,,,,,
61.0,2,15,lose,Infection,,,,,,,,,,
45.0,2,20,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
83.04,1,11,lose,Infection,,,,,,,,,,
70.0,2,12,lose,Infection,,,,,,,,,,
33.0,3,25,lose,Infection,,,,,,,,,,
61.0,2,19,lose,Infection,,,,,,,,,,
48.0,1,26,lose,Infection,,,,,,,,,,
47.92,2,28,lose,Infection,,,,,,,,,,
44.0,3,24,lose,Infection,,,,,,,,,,
83.28,1,11,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
53.0,3,18,lose,Infection,,,,,,,,,,
92.0,1,4,lose,Infection,,,,,,,,,,
32.0,1,34,lose,Infection,,,,,,,,,,
0,3,34,lose,Starvation,,,,,,,,,,
73.28,1,16,lose,Infection,,,,,,,,,,
61.400000000000006,1,22,lose,Infection,,,,,,,,,,
21.0,2,39,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
75.0,2,12,lose,Infection,,,,,,,,,,
0,3,33,lose,Starvation,,,,,,,,,,
81.0,2,9,lose,Infection,,,,,,,,,,
20.0,1,40,win,Survived,,,,,,,,,,
0,4,35,lose,Starvation,,,,,,,,,,
61.64,1,22,lose,Infection,,,,,,,,,,
42.71040000000001,2,26,lose,Infection,,,,,,,,,,
40.0,2,21,lose,Infection,,,,,,,,,,
74.0,1,13,lose,Infection,,,,,,,,,,
85.4,1,10,lose,Infection,,,,,,,,,,
64.0,2,16,lose,Infection,,,,,,,,,,
14.0,2,36,lose,Infection,,,,,,,,,,
37.0,2,29,lose,Infection,,,,,,,,,,
78.0,1,11,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
66.0,1,17,lose,Infection,,,,,,,,,,
58.0,1,21,lose,Infection,,,,,,,,,,
85.0,2,7,lose,Infection,,,,,,,,,,
84.0,1,8,lose,Infection,,,,,,,,,,
86.0,1,7,lose,Infection,,,,,,,,,,
14.0,5,27,lose,Infection,,,,,,,,,,
50.0,2,22,lose,Infection,,,,,,,,,,
80.0,1,10,lose,Infection,,,,,,,,,,
64.64,3,17,lose,Infection,,,,,,,,,,
0,3,36,lose,Starvation,,,,,,,,,,
0,3,31,lose,Starvation,,,,,,,,,,
63.108671999999984,1,26,lose,Infection,,,,,,,,,,
64.52,2,17,lose,Infection,,,,,,,,,,
74.0,1,13,lose,Infection,,,,,,,,,,
45.519999999999996,1,30,lose,Infection,,,,,,,,,,
80.0,2,9,lose,Infection,,,,,,,,,,
83.0,2,8,lose,Infection,,,,,,,,,,
0,3,31,lose,Starvation,,,,,,,,,,
89.64,1,8,lose,Infection,,,,,,,,,,
70.68,1,17,lose,Infection,,,,,,,,,,
84.0,1,8,lose,Infection,,,,,,,,,,
70.8768,2,20,lose,Infection,,,,,,,,,,
28.284000000000006,2,40,win,Survived,,,,,,,,,,
28.575199999999995,1,40,win,Survived,,,,,,,,,,
64.0,1,18,lose,Infection,,,,,,,,,,
2.0,3,29,lose,Infection,,,,,,,,,,
0,3,32,lose,Starvation,,,,,,,,,,
85.52,1,10,lose,Infection,,,,,,,,,,
66.0,1,17,lose,Infection,,,,,,,,,,
58.0,1,21,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
63.040000000000006,1,21,lose,Infection,,,,,,,,,,
17.0,2,40,win,Survived,,,,,,,,,,
59.0,3,18,lose,Infection,,,,,,,,,,
70.0,1,15,lose,Infection,,,,,,,,,,
30.411199999999994,1,40,win,Survived,,,,,,,,,,
60.0,1,20,lose,Infection,,,,,,,,,,
70.0,1,15,lose,Infection,,,,,,,,,,
61.0,2,18,lose,Infection,,,,,,,,,,
54.16,2,21,lose,Infection,,,,,,,,,,
0,4,34,lose,Starvation,,,,,,,,,,
63.0,2,18,lose,Infection,,,,,,,,,,
38.0,1,31,lose,Infection,,,,,,,,,,
78.0,1,11,lose,Infection,,,,,,,,,,
55.8,2,21,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
31.36,1,36,lose,Infection,,,,,,,,,,
66.4,2,18,lose,Infection,,,,,,,,,,
82.0,1,9,lose,Infection,,,,,,,,,,
63.138400000000004,1,24,lose,Infection,,,,,,,,,,
76.0,1,12,lose,Infection,,,,,,,,,,
55.92,2,20,lose,Infection,,,,,,,,,,
14.876800000000003,3,38,lose,Infection,,,,,,,,,,
55.42959999999999,1,27,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
66.048,2,19,lose,Infection,,,,,,,,,,
56.0,2,17,lose,Infection,,,,,,,,,,
40.0,1,30,lose,Infection,,,,,,,,,,
0,5,37,lose,Starvation,,,,,,,,,,
44.64,3,28,lose,Infection,,,,,,,,,,
83.28,1,11,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
71.52,1,17,lose,Infection,,,,,,,,,,
84.0,1,8,lose,Infection,,,,,,,,,,
87.52,1,9,lose,Infection,,,,,,,,,,
74.0,1,13,lose,Infection,,,,,,,,,,
30.771199999999993,1,40,win,Survived,,,,,,,,,,
46.0,1,27,lose,Infection,,,,,,,,,,
64.0,1,18,lose,Infection,,,,,,,,,,
80.0,1,10,lose,Infection,,,,,,,,,,
89.28,1,8,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
71.04,1,17,lose,Infection,,,,,,,,,,
20.0,1,40,win,Survived,,,,,,,,,,
8.861888000000008,2,40,win,Survived,,,,,,,,,,
78.524,1,16,lose,Infection,,,,,,,,,,
52.0,2,18,lose,Infection,,,,,,,,,,
86.0,1,7,lose,Infection,,,,,,,,,,
53.400000000000006,1,26,lose,Infection,,,,,,,,,,
86.0,1,7,lose,Infection,,,,,,,,,,
79.0112,1,16,lose,Infection,,,,,,,,,,
73.7752,1,18,lose,Infection,,,,,,,,,,
60.3968,1,25,lose,Infection,,,,,,,,,,
69.8,2,17,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
58.0,1,21,lose,Infection,,,,,,,,,,
0,2,36,lose,Starvation,,,,,,,,,,
75.64,1,15,lose,Infection,,,,,,,,,,
20.28,4,30,lose,Infection,,,,,,,,,,
55.0,2,17,lose,Infection,,,,,,,,,,
42.0,1,29,lose,Infection,,,,,,,,,,
77.28,1,14,lose,Infection,,,,,,,,,,
71.64,1,17,lose,Infection,,,,,,,,,,
57.28,1,24,lose,Infection,,,,,,,,,,
75.28,1,15,lose,Infection,,,,,,,,,,
70.0,1,15,lose,Infection,,,,,,,,,,
49.519999999999996,1,28,lose,Infection,,,,,,,,,,
85.64,1,10,lose,Infection,,,,,,,,,,
82.0,1,9,lose,Infection,,,,,,,,,,
85.52,1,10,lose,Infection,,,,,,,,,,
58.519999999999996,3,16,lose,Infection,,,,,,,,,,
20.0,1,40,win,Survived,,,,,,,,,,
61.0,2,18,lose,Infection,,,,,,,,,,
43.691199999999995,1,33,lose,Infection,,,,,,,,,,
80.0,1,10,lose,Infection,,,,,,,,,,
91.64,1,7,lose,Infection,,,,,,,,,,
80.0,1,10,lose,Infection,,,,,,,,,,
83.0,2,8,lose,Infection,,,,,,,,,,
80.0,1,10,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
0.8983999999999952,2,40,win,Survived,,,,,,,,,,
69.1384,1,21,lose,Infection,,,,,,,,,,
0,3,37,lose,Starvation,,,,,,,,,,
73.28,1,16,lose,Infection,,,,,,,,,,
60.64,2,19,lose,Infection,,,,,,,,,,
44.8,2,29,lose,Infection,,,,,,,,,,
84.0,1,8,lose,Infection,,,,,,,,,,
74.0,1,13,lose,Infection,,,,,,,,,,
0,4,29,lose,Starvation,,,,,,,,,,
54.0,1,28,lose,Infection,,,,,,,,,,
59.0,2,16,lose,Infection,,,,,,,,,,
71.28,1,17,lose,Infection,,,,,,,,,,
62.0,1,19,lose,Infection,,,,,,,,,,
78.0,1,11,lose,Infection,,,,,,,,,,
79.64,1,13,lose,Infection,,,,,,,,,,
7.0,4,34,lose,Infection,,,,,,,,,,
63.519999999999996,1,21,lose,Infection,,,,,,,,,,
91.64,1,7,lose,Infection,,,,,,,,,,
86.524,1,12,lose,Infection,,,,,,,,,,
89.4,1,8,lose,Infection,,,,,,,,,,
47.295199999999994,3,29,lose,Infection,,,,,,,,,,
31.28,1,37,lose,Infection,,,,,,,,,,
0.6400000000000006,2,40,win,Survived,,,,,,,,,,
89.64,1,8,lose,Infection,,,,,,,,,,
29.64,3,30,lose,Infection,,,,,,,,,,
82.4112,1,14,lose,Infection,,,,,,,,,,
0.1599999999999966,3,34,lose,Starvation,,,,,,,,,,
80.0,1,10,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
52.778400000000005,2,26,lose,Infection,,,,,,,,,,
16.884,2,36,lose,Infection,,,,,,,,,,
82.0,1,9,lose,Infection,,,,,,,,,,
66.0,1,17,lose,Infection,,,,,,,,,,
85.0,2,7,lose,Infection,,,,,,,,,,
17.0,3,32,lose,Infection,,,,,,,,,,
74.0,1,13,lose,Infection,,,,,,,,,,
75.16,1,15,lose,Infection,,,,,,,,,,
26.4,1,38,lose,Infection,,,,,,,,,,
91.52,1,7,lose,Infection,,,,,,,,,,
43.64,2,24,lose,Infection,,,,,,,,,,
77.4,1,14,lose,Infection,,,,,,,,,,
73.52,1,16,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
62.0,2,15,lose,Infection,,,,,,,,,,
53.64,1,26,lose,Infection,,,,,,,,,,
0,3,37,lose,Starvation,,,,,,,,,,
86.0,1,7,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
50.6584,2,25,lose,Infection,,,,,,,,,,
25.519999999999996,1,40,win,Survived,,,,,,,,,,
33.824672,1,40,win,Survived,,,,,,,,,,
53.519999999999996,1,26,lose,Infection,,,,,,,,,,
25.28,1,40,win,Survived,,,,,,,,,,
38.31999999999999,2,29,lose,Infection,,,,,,,,,,
0,3,37,lose,Starvation,,,,,,,,,,
53.28,1,26,lose,Infection,,,,,,,,,,
30.284000000000006,1,40,win,Survived,,,,,,,,,,
53.040000000000006,1,26,lose,Infection,,,,,,,,,,
74.0,1,13,lose,Infection,,,,,,,,,,
37.519999999999996,2,28,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
36.400000000000006,2,29,lose,Infection,,,,,,,,,,
59.138400000000004,1,26,lose,Infection,,,,,,,,,,
43.0,2,27,lose,Infection,,,,,,,,,,
72.0,1,14,lose,Infection,,,,,,,,,,
55.28,1,25,lose,Infection,,,,,,,,,,
88.0,1,6,lose,Infection,,,,,,,,,,
55.64,1,25,lose,Infection,,,,,,,,,,
0,4,36,lose,Starvation,,,,,,,,,,
64.52,3,16,lose,Infection,,,,,,,,,,
83.64,1,11,lose,Infection,,,,,,,,,,
60.0,1,20,lose,Infection,,,,,,,,,,
91.52,1,7,lose,Infection,,,,,,,,,,
56.644000000000005,1,27,lose,Infection,,,,,,,,,,
61.796800000000005,1,24,lose,Infection,,,,,,,,,,
86.64,3,8,lose,Infection,,,,,,,,,,
66.0,1,17,lose,Infection,,,,,,,,,,
31.28,1,37,lose,Infection,,,,,,,,,,
71.52,1,17,lose,Infection,,,,,,,,,,
33.0,3,25,lose,Infection,,,,,,,,,,
71.28,1,17,lose,Infection,,,,,,,,,,
41.456920319999995,1,38,lose,Infection,,,,,,,,,,
66.92,2,17,lose,Infection,,,,,,,,,,
70.0,1,15,lose,Infection,,,,,,,,,,
19.0,2,39,lose,Infection,,,,,,,,,,
60.0,1,20,lose,Infection,,,,,,,,,,
69.52,2,17,lose,Infection,,,,,,,,,,
23.0,3,28,lose,Infection,,,,,,,,,,
52.0,1,24,lose,Infection,,,,,,,,,,
72.0,1,14,lose,Infection,,,,,,,,,,
75.4,1,15,lose,Infection,,,,,,,,,,
69.52,1,18,lose,Infection,,,,,,,,,,
65.4,1,20,lose,Infection,,,,,,,,,,
24.524,3,33,lose,Infection,,,,,,,,,,
66.0,1,17,lose,Infection,,,,,,,,,,
27.30959999999999,4,38,lose,Infection,,,,,,,,,,
89.52,1,8,lose,Infection,,,,,,,,,,
64.0,1,18,lose,Infection,,,,,,,,,,
0,4,32,lose,Starvation,,,,,,,,,,
41.0,3,28,lose,Infection,,,,,,,,,,
73.28,1,16,lose,Infection,,,,,,,,,,
75.52,1,15,lose,Infection,,,,,,,,,,
75.11500799999999,1,20,lose,Infection,,,,,,,,,,
73.28,1,16,lose,Infection,,,,,,,,,,
83.16,1,11,lose,Infection,,,,,,,,,,
78.68,1,13,lose,Infection,,,,,,,,,,
81.52,1,12,lose,Infection,,,,,,,,,,
55.040000000000006,1,25,lose,Infection,,,,,,,,,,
11.662400000000005,3,40,win,Survived,,,,,,,,,,
63.16,2,19,lose,Infection,,,,,,,,,,
0,3,39,lose,Starvation,,,,,,,,,,
48.0,1,26,lose,Infection,,,,,,,,,,
70.28,2,16,lose,Infection,,,,,,,,,,
0,3,38,lose,Starvation,,,,,,,,,,
50.1712,1,30,lose,Infection,,,,,,,,,,
47.35544,3,31,lose,Infection,,,,,,,,,,
58.44,1,23,lose,Infection,,,,,,,,,,
0,3,31,lose,Starvation,,,,,,,,,,
54.0,2,22,lose,Infection,,,,,,,,,,
55.519999999999996,1,25,lose,Infection,,,,,,,,,,
66.8952,2,21,lose,Infection,,,,,,,,,,
56.0,1,22,lose,Infection,,,,,,,,,,
28.76400000000001,2,39,lose,Infection,,,,,,,,,,
18.40400000000001,2,40,win,Survived,,,,,,,,,,
85.4,1,10,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
0,5,30,lose,Starvation,,,,,,,,,,
63.28,1,21,lose,Infection,,,,,,,,,,
65.0,2,17,lose,Infection,,,,,,,,,,
43.28,3,26,lose,Infection,,,,,,,,,,
28.0,1,36,lose,Infection,,,,,,,,,,
0,2,38,lose,Starvation,,,,,,,,,,
0,3,33,lose,Starvation,,,,,,,,,,
67.16,1,19,lose,Infection,,,,,,,,,,
53.16,1,26,lose,Infection,,,,,,,,,,
5.159999999999997,2,38,lose,Infection,,,,,,,,,,
75.52,1,15,lose,Infection,,,,,,,,,,
49.16,1,28,lose,Infection,,,,,,,,,,
66.0,1,17,lose,Infection,,,,,,,,,,
31.0,2,33,lose,Infection,,,,,,,,,,
43.92,3,23,lose,Infection,,,,,,,,,,
69.52,1,18,lose,Infection,,,,,,,,,,
25.400000000000006,1,40,win,Survived,,,,,,,,,,
73.4,1,16,lose,Infection,,,,,,,,,,
58.44,1,23,lose,Infection,,,,,,,,,,
73.28,1,16,lose,Infection,,,,,,,,,,
13.400000000000006,3,36,lose,Infection,,,,,,,,,,
76.92,1,14,lose,Infection,,,,,,,,,,
68.0,1,16,lose,Infection,,,,,,,,,,
43.519999999999996,1,31,lose,Infection,,,,,,,,,,
47.28,1,29,lose,Infection,,,,,,,,,,
45.0,2,27,lose,Infection,,,,,,,,,,
68.35180799999999,1,23,lose,Infection,,,,,,,,,,
0,4,37,lose,Starvation,,,,,,,,,,
58.04400000000001,1,26,lose,Infection,,,,,,,,,,
76.0,1,12,lose,Infection,,,,,,,,,,
65.0,2,17,lose,Infection,,,,,,,,,,
0.8336000000000041,3,36,lose,Starvation,,,,,,,,,,
89.52,1,8,lose,Infection,,,,,,,,,,
66.0,1,17,lose,Infection,,,,,,,,,,
47.36,2,23,lose,Infection,,,,,,,,,,
20.0,1,40,win,Survived,,,,,,,,,,
51.84,1,26,lose,Infection,,,,,,,,,,
25.0,3,28,lose,Infection,,,,,,,,,,
12.400000000000006,4,36,lose,Infection,,,,,,,,,,
31.011200000000002,1,40,win,Survived,,,,,,,,,,
85.52,1,10,lose,Infection,,,,,,,,,,
58.0112,2,24,lose,Infection,,,,,,,,,,
64.8912,1,23,lose,Infection,,,,,,,,,,
69.52,1,18,lose,Infection,,,,,,,,,,
73.52,1,16,lose,Infection,,,,,,,,,,
71.8912,2,19,lose,Infection,,,,,,,,,,
68.52,2,18,lose,Infection,,,,,,,,,,
58.35587199999999,2,25,lose,Infection,,,,,,,,,,
31.519999999999996,1,37,lose,Infection,,,,,,,,,,
29.519999999999996,1,38,lose,Infection,,,,,,,,,,
69.52,2,17,lose,Infection,,,,,,,,,,
21.143743999999998,2,36,lose,Infection,,,,,,,,,,
67.52,1,19,lose,Infection,,,,,,,,,,
83.52,1,11,lose,Infection,,,,,,,,,,
51.519999999999996,1,27,lose,Infection,,,,,,,,,,
64.52,2,19,lose,Infection,,,,,,,,,,
25.011200000000002,3,39,lose,Infection,,,,,,,,,,
75.7712,2,17,lose,Infection,,,,,,,,,,
69.52,1,18,lose,Infection,,,,,,,,,,
24.519999999999996,2,39,lose,Infection,,,,,,,,,,
21.519999999999996,2,40,win,Survived,,,,,,,,,,
81.52,2,11,lose,Infection,,,,,,,,,,
74.29119999999999,1,18,lose,Infection,,,,,,,,,,
87.52,1,9,lose,Infection,,,,,,,,,,
71.52,1,17,lose,Infection,,,,,,,,,,
73.52,1,16,lose,Infection,,,,,,,,,,
73.52,1,16,lose,Infection,,,,,,,,,,
53.519999999999996,1,26,lose,Infection,,,,,,,,,,
77.52,1,14,lose,Infection,,,,,,,,,,
33.16707199999999,1,40,win,Survived,,,,,,,,,,
78.29119999999999,1,16,lose,Infection,,,,,,,,,,
68.65119999999999,1,21,lose,Infection,,,,,,,,,,
73.61027199999998,1,21,lose,Infection,,,,,,,,,,
65.52,1,20,lose,Infection,,,,,,,,,,
77.52,1,14,lose,Infection,,,,,,,,,,
67.13119999999999,1,22,lose,Infection,,,,,,,,,,
83.52,1,11,lose,Infection,,,,,,,,,,
65.52,1,20,lose,Infection,,,,,,,,,,
89.52,1,8,lose,Infection,,,,,,,,,,
31.519999999999996,1,37,lose,Infection,,,,,,,,,,
76.65119999999999,1,17,lose,Infection,,,,,,,,,,
40.519999999999996,2,27,lose,Infection,,,,,,,,,,
37.519999999999996,3,28,lose,Infection,,,,,,,,,,
79.0112,1,16,lose,Infection,,,,,,,,,,
26.411199999999994,2,38,lose,Infection,,,,,,,,,,
13.771199999999993,2,40,win,Survived,,,,,,,,,,
73.52,1,16,lose,Infection,,,,,,,,,,
53.0112,1,29,lose,Infection,,,,,,,,,,
75.0112,1,18,lose,Infection,,,,,,,,,,
87.52,1,9,lose,Infection,,,,,,,,,,
81.52,1,12,lose,Infection,,,,,,,,,,
53.519999999999996,1,26,lose,Infection,,,,,,,,,,
61.519999999999996,1,22,lose,Infection,,,,,,,,,,
83.52,1,11,lose,Infection,,,,,,,,,,
67.52,1,19,lose,Infection,,,,,,,,,,
56.77119999999999,1,27,lose,Infection,,,,,,,,,,
54.85027199999999,2,26,lose,Infection,,,,,,,,,,
83.52,1,11,lose,Infection,,,,,,,,,,
53.519999999999996,2,24,lose,Infection,,,,,,,,,,
53.519999999999996,1,26,lose,Infection,,,,,,,,,,
55.519999999999996,1,25,lose,Infection,,,,,,,,,,
26.5312,2,37,lose,Infection,,,,,,,,,,
51.519999999999996,3,19,lose,Infection,,,,,,,,,,
69.52,1,18,lose,Infection,,,,,,,,,,
61.519999999999996,2,20,lose,Infection,,,,,,,,,,
77.52,1,14,lose,Infection,,,,,,,,,,
67.52,1,19,lose,Infection,,,,,,,,,,
83.52,1,11,lose,Infection,,,,,,,,,,
18.411199999999994,3,36,lose,Infection,,,,,,,,,,
14.131199999999993,2,40,win,Survived,,,,,,,,,,
26.131199999999993,2,40,win,Survived,,,,,,,,,,
62.45341631999999,1,29,lose,Infection,,,,,,,,,,
61.519999999999996,1,22,lose,Infection,,,,,,,,,,
21.519999999999996,2,34,lose,Infection,,,,,,,,,,
64.52,2,20,lose,Infection,,,,,,,,,,
25.519999999999996,1,40,win,Survived,,,,,,,,,,
78.52,2,13,lose,Infection,,,,,,,,,,
58.5312,1,26,lose,Infection,,,,,,,,,,
56.991872,2,28,lose,Infection,,,,,,,,,,
89.52,1,8,lose,Infection,,,,,,,,,,
83.52,1,11,lose,Infection,,,,,,,,,,
53.519999999999996,1,26,lose,Infection,,,,,,,,,,
44.0112,2,33,lose,Infection,,,,,,,,,,
70.52,3,16,lose,Infection,,,,,,,,,,
53.519999999999996,1,26,lose,Infection,,,,,,,,,,
61.519999999999996,2,21,lose,Infection,,,,,,,,,,
76.1712,1,17,lose,Infection,,,,,,,,,,
25.519999999999996,1,40,win,Survived,,,,,,,,,,
69.52,1,18,lose,Infection,,,,,,,,,,
60.519999999999996,2,19,lose,Infection,,,,,,,,,,
70.4112,2,19,lose,Infection,,,,,,,,,,
35.77119999999999,1,36,lose,Infection,,,,,,,,,,
31.011200000000002,1,40,win,Survived,,,,,,,,,,
31.011200000000002,1,40,win,Survived,,,,,,,,,,
78.29119999999999,1,16,lose,Infection,,,,,,,,,,
60.519999999999996,2,21,lose,Infection,,,,,,,,,,
0,3,39,lose,Starvation,,,,,,,,,,
85.52,1,10,lose,Infection,,,,,,,,,,
51.519999999999996,1,27,lose,Infection,,,,,,,,,,
3.519999999999996,2,40,win,Survived,,,,,,,,,,
25.519999999999996,1,40,win,Survived,,,,,,,,,,
87.52,1,9,lose,Infection,,,,,,,,,,
81.52,1,12,lose,Infection,,,,,,,,,,
22.603071999999997,3,40,win,Survived,,,,,,,,,,
67.52,1,19,lose,Infection,,,,,,,,,,
19.519999999999996,2,38,lose,Infection,,,,,,,,,,
31.771199999999993,3,37,lose,Infection,,,,,,,,,,
30.891199999999998,1,40,win,Survived,,,,,,,,,,
50.8912,1,30,lose,Infection,,,,,,,,,,
73.52,1,16,lose,Infection,,,,,,,,,,
75.52,1,15,lose,Infection,,,,,,,,,,
